project,age,firstAppeared,firstAppearedIndex,lastDetected,lastDetectedIndex,smellType,uniqueSmellID,version,versionIndex,versionDate,smellIdInVersion,affectedClassesRatio,affectedComponentType,affectedDesignLevel,afferentAffectedRatio,avrgEdgeWeight,avrgInternalPathLength,avrgNumOfChanges,efferentAffectedRatio,instabilityGap,numOfEdges,numOfInheritanceEdges,numOfPrivateUseEdges,numOfPublicUseEdges,overlapRatio,overlapRatiocyclicDep,overlapRatiounstableDep,pageRankAvrg,pageRankMax,parentCentrality,shape,size,strength,affectedElements
antlr,11,2.4.0,1,2.7.7,11,unstableDep,1,2.4.0,1,,1353,NA,package,NA,NA,NA,NA,0,NA,-0.39010989010989017,14,NA,NA,NA,1.0,1.0,NA,0.04466504495050273,0.053564045200250085,NA,NA,2,0.5,"[antlr, antlr.collections.impl]"
antlr,11,2.4.0,1,2.7.7,11,unstableDep,1,2.7.5,9,,5741,NA,package,NA,NA,NA,NA,0,NA,-0.5261519302615193,80,NA,NA,NA,1.0,1.0,NA,0.0313168479794101,0.03169487039060218,NA,NA,2,0.2,"[antlr, antlr.collections.impl]"
antlr,11,2.4.0,1,2.7.7,11,unstableDep,1,2.7.0,4,,1550,NA,package,NA,NA,NA,NA,0,NA,-0.4411764705882353,22,NA,NA,NA,1.0,1.0,NA,0.03286640259554294,0.03486934316248688,NA,NA,2,0.25,"[antlr, antlr.collections.impl]"
antlr,11,2.4.0,1,2.7.7,11,unstableDep,1,2.6.0,3,,1269,NA,package,NA,NA,NA,NA,0,NA,-0.49583333333333335,20,NA,NA,NA,1.0,1.0,NA,0.05623712409399881,0.06593817420051573,NA,NA,2,0.5,"[antlr, antlr.collections.impl]"
antlr,11,2.4.0,1,2.7.7,11,unstableDep,1,2.7.1,5,,1695,NA,package,NA,NA,NA,NA,0,NA,-0.3578431372549019,22,NA,NA,NA,1.0,1.0,NA,0.027325743918134415,0.027904527644544902,NA,NA,2,0.2,"[antlr, antlr.collections.impl]"
antlr,11,2.4.0,1,2.7.7,11,unstableDep,1,2.7.6,10,,5596,NA,package,NA,NA,NA,NA,0,NA,-0.541958041958042,80,NA,NA,NA,1.0,1.0,NA,0.029620051308256633,0.029634191645971662,NA,NA,2,0.2,"[antlr, antlr.collections.impl]"
antlr,11,2.4.0,1,2.7.7,11,unstableDep,1,2.7.7,11,,5600,NA,package,NA,NA,NA,NA,0,NA,-0.541958041958042,80,NA,NA,NA,1.0,1.0,NA,0.02962005130825663,0.029634191645971662,NA,NA,2,0.2,"[antlr, antlr.collections.impl]"
antlr,11,2.4.0,1,2.7.7,11,unstableDep,1,2.5.0,2,,1363,NA,package,NA,NA,NA,NA,0,NA,-0.39010989010989017,14,NA,NA,NA,1.0,1.0,NA,0.043950622404020506,0.05270728151603811,NA,NA,2,0.5,"[antlr, antlr.collections.impl]"
antlr,11,2.4.0,1,2.7.7,11,unstableDep,1,2.7.4,8,,5472,NA,package,NA,NA,NA,NA,0,NA,-0.526610644257703,78,NA,NA,NA,1.0,1.0,NA,0.029305168571780508,0.02940604345677211,NA,NA,2,0.2,"[antlr, antlr.collections.impl]"
antlr,11,2.4.0,1,2.7.7,11,unstableDep,1,2.7.2,6,,4745,NA,package,NA,NA,NA,NA,0,NA,-0.540983606557377,76,NA,NA,NA,1.0,1.0,NA,0.025073574316765296,0.025922005872446044,NA,NA,2,0.2,"[antlr, antlr.collections.impl]"
antlr,11,2.4.0,1,2.7.7,11,unstableDep,1,2.7.3,7,,5470,NA,package,NA,NA,NA,NA,0,NA,-0.526610644257703,78,NA,NA,NA,1.0,1.0,NA,0.029305168571780525,0.029406043456772137,NA,NA,2,0.2,"[antlr, antlr.collections.impl]"
antlr,1,3.5,21,3.5,21,cyclicDep,934,3.5,21,,22693,NA,class,designOnly,NA,7.909090909090909,NA,0,NA,NA,174,5,0,0,1.0,NA,NA,0.0028221731464907283,0.007819227149510128,0,unclassified,6,NA,"[org.antlr.tool.Attribute, org.antlr.tool.AttributeScope, org.antlr.tool.ErrorManager, org.antlr.tool.Grammar, org.antlr.tool.GrammarSyntaxMessage, org.antlr.tool.NameSpaceChecker]"
antlr,2,3.1,14,3.1.1,15,cyclicDep,349,3.1,14,,14487,NA,class,designOnly,NA,7.75,NA,0,NA,NA,806,12,0,0,1.0,NA,NA,0.005248382924273946,0.018369368971469856,0,unclassified,13,NA,"[org.antlr.analysis.DFA, org.antlr.analysis.DFAState, org.antlr.analysis.DecisionProbe, org.antlr.analysis.NFAState, org.antlr.codegen.ACyclicDFACodeGenerator, org.antlr.codegen.CodeGenerator, org.antlr.misc.BitSet, org.antlr.misc.IntervalSet, org.antlr.tool.AttributeScope, org.antlr.tool.ErrorManager, org.antlr.tool.Grammar, org.antlr.tool.GrammarAST, org.antlr.tool.NameSpaceChecker]"
antlr,2,3.1,14,3.1.1,15,cyclicDep,349,3.1.1,15,,14487,NA,class,designOnly,NA,7.75,NA,0,NA,NA,806,12,0,0,1.0,NA,NA,0.005248879087697193,0.018369697687246472,0,unclassified,13,NA,"[org.antlr.analysis.DFA, org.antlr.analysis.DFAState, org.antlr.analysis.DecisionProbe, org.antlr.analysis.NFAState, org.antlr.codegen.ACyclicDFACodeGenerator, org.antlr.codegen.CodeGenerator, org.antlr.misc.BitSet, org.antlr.misc.IntervalSet, org.antlr.tool.AttributeScope, org.antlr.tool.ErrorManager, org.antlr.tool.Grammar, org.antlr.tool.GrammarAST, org.antlr.tool.NameSpaceChecker]"
antlr,1,3.1.2,16,3.1.2,16,cyclicDep,364,3.1.2,16,,6943,NA,class,designOnly,NA,6.0344827586206895,NA,0,NA,NA,352,8,0,0,1.0,NA,NA,0.02130448328523601,0.06926066335700472,0,unclassified,11,NA,"[org.antlr.analysis.DFA, org.antlr.analysis.Label, org.antlr.analysis.NFA, org.antlr.grammar.v2.AssignTokenTypesWalker, org.antlr.misc.IntervalSet, org.antlr.tool.AssignTokenTypesBehavior, org.antlr.tool.CompositeGrammar, org.antlr.tool.ErrorManager, org.antlr.tool.FASerializer, org.antlr.tool.Grammar, org.antlr.tool.GrammarNonDeterminismMessage]"
antlr,1,4.0,22,4.0,22,cyclicDep,1075,4.0,22,,16934,NA,class,designOnly,NA,2.5,NA,0,NA,NA,20,0,0,0,1.0,NA,NA,8.565017254033629E-4,0.0015052826016901592,0,unclassified,3,NA,"[org.antlr.v4.Tool, org.antlr.v4.semantics.SemanticPipeline, org.antlr.v4.semantics.SymbolChecks]"
antlr,3,2.7.3,7,2.7.5,9,cyclicDep,40,2.7.4,8,,5018,NA,class,designOnly,NA,17.333333333333332,NA,0,NA,NA,418,12,0,0,1.0,NA,NA,0.008688953105243057,0.018976105435580252,0,unclassified,5,NA,"[antlr.CodeGenerator, antlr.DefineGrammarSymbols, antlr.Grammar, antlr.MakeGrammar, antlr.Tool]"
antlr,3,2.7.3,7,2.7.5,9,cyclicDep,40,2.7.5,9,,5261,NA,class,designOnly,NA,17.333333333333332,NA,0,NA,NA,418,13,0,0,1.0,NA,NA,0.008665553325591376,0.018829908969449746,0,unclassified,5,NA,"[antlr.CodeGenerator, antlr.DefineGrammarSymbols, antlr.Grammar, antlr.MakeGrammar, antlr.Tool]"
antlr,3,2.7.3,7,2.7.5,9,cyclicDep,40,2.7.3,7,,5016,NA,class,designOnly,NA,17.333333333333332,NA,0,NA,NA,418,12,0,0,1.0,NA,NA,0.008687073865907185,0.018959980471910946,0,unclassified,5,NA,"[antlr.CodeGenerator, antlr.DefineGrammarSymbols, antlr.Grammar, antlr.MakeGrammar, antlr.Tool]"
antlr,1,3.4,20,3.4,20,cyclicDep,837,3.4,20,,21892,NA,class,designOnly,NA,6.75,NA,0,NA,NA,328,9,0,0,1.0,NA,NA,0.001282303130670309,0.0020195360357475613,0,unclassified,8,NA,"[org.antlr.analysis.DFA, org.antlr.analysis.DFAState, org.antlr.analysis.NFAToDFAConverter, org.antlr.analysis.SemanticContext, org.antlr.analysis.SemanticContext$Predicate, org.antlr.analysis.SemanticContext$TruePredicate, org.antlr.codegen.ACyclicDFACodeGenerator, org.antlr.codegen.CodeGenerator]"
antlr,5,3.1.3,17,3.5,21,cyclicDep,508,3.5,21,,23484,NA,class,designOnly,NA,6.0,NA,0,NA,NA,48,4,0,0,1.0,NA,NA,0.0019557318615204037,0.0033703993577825333,0,unclassified,3,NA,"[antlr.Grammar, antlr.LLkAnalyzer, antlr.Tool]"
antlr,5,3.1.3,17,3.5,21,cyclicDep,508,3.2,18,,16866,NA,class,designOnly,NA,6.0,NA,0,NA,NA,48,4,0,0,1.0,NA,NA,0.002598207347513482,0.00447770928106196,0,unclassified,3,NA,"[antlr.Grammar, antlr.LLkAnalyzer, antlr.Tool]"
antlr,5,3.1.3,17,3.5,21,cyclicDep,508,3.3,19,,18660,NA,class,designOnly,NA,6.0,NA,0,NA,NA,48,4,0,0,1.0,NA,NA,0.0025877542672759655,0.004459542917047731,0,unclassified,3,NA,"[antlr.Grammar, antlr.LLkAnalyzer, antlr.Tool]"
antlr,5,3.1.3,17,3.5,21,cyclicDep,508,3.4,20,,23266,NA,class,designOnly,NA,6.0,NA,0,NA,NA,48,4,0,0,1.0,NA,NA,0.0019289437653052862,0.0033242329383152414,0,unclassified,3,NA,"[antlr.Grammar, antlr.LLkAnalyzer, antlr.Tool]"
antlr,5,3.1.3,17,3.5,21,cyclicDep,508,3.1.3,17,,14569,NA,class,designOnly,NA,6.0,NA,0,NA,NA,48,4,0,0,1.0,NA,NA,0.0030733397088610996,0.005296591049974551,0,unclassified,3,NA,"[antlr.Grammar, antlr.LLkAnalyzer, antlr.Tool]"
antlr,1,2.7.2,6,2.7.2,6,cyclicDep,23,2.7.2,6,,4209,NA,class,designOnly,NA,3.7777777777777777,NA,0,NA,NA,72,10,0,0,1.0,NA,NA,0.006415905289654839,0.01196551325311554,0,unclassified,5,NA,"[antlr.AlternativeBlock, antlr.Grammar, antlr.LexerGrammar, antlr.Lookahead, antlr.RuleBlock]"
antlr,2,3.1,14,3.1.1,15,cyclicDep,291,3.1,14,,15178,NA,class,designOnly,NA,11.515151515151516,NA,0,NA,NA,760,10,0,0,1.0,NA,NA,0.005346229987873187,0.018369368971469856,0,unclassified,10,NA,"[org.antlr.codegen.CodeGenTreeWalker, org.antlr.codegen.CodeGenerator, org.antlr.misc.BitSet, org.antlr.misc.IntervalSet, org.antlr.tool.AttributeScope, org.antlr.tool.ErrorManager, org.antlr.tool.Grammar, org.antlr.tool.GrammarSanity, org.antlr.tool.NameSpaceChecker, org.antlr.tool.Rule]"
antlr,2,3.1,14,3.1.1,15,cyclicDep,291,3.1.1,15,,15178,NA,class,designOnly,NA,11.515151515151516,NA,0,NA,NA,760,10,0,0,1.0,NA,NA,0.00534720839890686,0.018369697687246472,0,unclassified,10,NA,"[org.antlr.codegen.CodeGenTreeWalker, org.antlr.codegen.CodeGenerator, org.antlr.misc.BitSet, org.antlr.misc.IntervalSet, org.antlr.tool.AttributeScope, org.antlr.tool.ErrorManager, org.antlr.tool.Grammar, org.antlr.tool.GrammarSanity, org.antlr.tool.NameSpaceChecker, org.antlr.tool.Rule]"
antlr,1,3.3,19,3.3,19,cyclicDep,774,3.3,19,,18228,NA,class,designOnly,NA,10.0,NA,0,NA,NA,160,5,0,0,1.0,NA,NA,0.0049385960453875635,0.01053262748060404,0,unclassified,4,NA,"[org.antlr.analysis.Label, org.antlr.grammar.v2.TreeToNFAConverter, org.antlr.misc.IntervalSet, org.antlr.tool.Grammar]"
antlr,2,3.0,12,3.0.1,13,cyclicDep,89,3.0,12,,5940,NA,class,designOnly,NA,6.722222222222222,NA,0,NA,NA,242,5,0,0,1.0,NA,NA,0.022011504347752182,0.053188372699042544,0,unclassified,7,NA,"[org.antlr.analysis.DFA, org.antlr.analysis.NFAState, org.antlr.misc.BitSet, org.antlr.misc.IntervalSet, org.antlr.tool.ErrorManager, org.antlr.tool.Grammar, org.antlr.tool.GrammarSanity]"
antlr,2,3.0,12,3.0.1,13,cyclicDep,89,3.0.1,13,,6112,NA,class,designOnly,NA,6.722222222222222,NA,0,NA,NA,242,5,0,0,1.0,NA,NA,0.01997896864480213,0.04681679283500027,0,unclassified,7,NA,"[org.antlr.analysis.DFA, org.antlr.analysis.NFAState, org.antlr.misc.BitSet, org.antlr.misc.IntervalSet, org.antlr.tool.ErrorManager, org.antlr.tool.Grammar, org.antlr.tool.GrammarSanity]"
antlr,2,3.1.3,17,3.2,18,cyclicDep,607,3.1.3,17,,16248,NA,class,designOnly,NA,6.2,NA,0,NA,NA,62,5,0,0,1.0,NA,NA,0.00270907099244662,0.0035847997676702473,0,unclassified,3,NA,"[org.antlr.codegen.CodeGenerator, org.antlr.grammar.v3.ActionTranslator, org.antlr.tool.AttributeScope]"
antlr,2,3.1.3,17,3.2,18,cyclicDep,607,3.2,18,,18445,NA,class,designOnly,NA,6.2,NA,0,NA,NA,62,5,0,0,1.0,NA,NA,0.0022804742335224503,0.0030012605488026543,0,unclassified,3,NA,"[org.antlr.codegen.CodeGenerator, org.antlr.grammar.v3.ActionTranslator, org.antlr.tool.AttributeScope]"
antlr,1,4.0,22,4.0,22,cyclicDep,1134,4.0,22,,18207,NA,package,architecturalOnly,NA,3.7906976744186047,NA,0,NA,NA,326,0,0,0,1.0,NA,NA,0.0021352981261829004,0.003261673827496713,0,unclassified,9,NA,"[org.antlr.v4, org.antlr.v4.analysis, org.antlr.v4.automata, org.antlr.v4.codegen, org.antlr.v4.codegen.model, org.antlr.v4.parse, org.antlr.v4.semantics, org.antlr.v4.tool, org.antlr.v4.tool.ast]"
antlr,1,4.0,22,4.0,22,cyclicDep,1050,4.0,22,,18187,NA,package,architecturalOnly,NA,4.285714285714286,NA,0,NA,NA,300,0,0,0,1.0,NA,NA,0.0022448954752676475,0.003261673827496713,0,unclassified,8,NA,"[org.antlr.v4, org.antlr.v4.analysis, org.antlr.v4.codegen, org.antlr.v4.codegen.model, org.antlr.v4.parse, org.antlr.v4.semantics, org.antlr.v4.tool, org.antlr.v4.tool.ast]"
antlr,1,3.1.2,16,3.1.2,16,cyclicDep,398,3.1.2,16,,6540,NA,class,designOnly,NA,5.379310344827586,NA,0,NA,NA,318,13,0,0,1.0,NA,NA,0.014079446980719125,0.06926066335700472,0,unclassified,12,NA,"[org.antlr.analysis.DFA, org.antlr.analysis.NFAToDFAConverter, org.antlr.analysis.SemanticContext, org.antlr.analysis.SemanticContext$Predicate, org.antlr.analysis.SemanticContext$TruePredicate, org.antlr.codegen.CodeGenerator, org.antlr.grammar.v2.AssignTokenTypesWalker, org.antlr.grammar.v2.CodeGenTreeWalker, org.antlr.tool.AssignTokenTypesBehavior, org.antlr.tool.CompositeGrammar, org.antlr.tool.ErrorManager, org.antlr.tool.GrammarNonDeterminismMessage]"
antlr,1,4.0,22,4.0,22,cyclicDep,1158,4.0,22,,16865,NA,class,designOnly,NA,2.0,NA,0,NA,NA,16,0,0,0,1.0,NA,NA,8.518901073557892E-4,0.0015052826016901592,0,unclassified,3,NA,"[org.antlr.v4.Tool, org.antlr.v4.analysis.LeftRecursiveRuleTransformer, org.antlr.v4.semantics.SemanticPipeline]"
antlr,1,3.5,21,3.5,21,cyclicDep,965,3.5,21,,22314,NA,class,designOnly,NA,7.357142857142857,NA,0,NA,NA,414,10,0,0,0.9090909090909091,NA,NA,0.00233047163566176,0.007819227149510128,0,unclassified,11,NA,"[org.antlr.analysis.DFA, org.antlr.analysis.Label, org.antlr.analysis.NFAToDFAConverter, org.antlr.analysis.PredicateLabel, org.antlr.misc.IntervalSet, org.antlr.tool.Attribute, org.antlr.tool.AttributeScope, org.antlr.tool.ErrorManager, org.antlr.tool.Grammar, org.antlr.tool.GrammarNonDeterminismMessage, org.antlr.tool.NameSpaceChecker]"
antlr,5,3.1.3,17,3.5,21,cyclicDep,578,3.2,18,,16703,NA,class,designOnly,NA,1.0,NA,0,NA,NA,6,2,0,0,0.0,NA,NA,0.009390410662104793,0.009870918802494008,0,tiny,2,NA,"[antlr.DefaultFileLineFormatter, antlr.FileLineFormatter]"
antlr,5,3.1.3,17,3.5,21,cyclicDep,578,3.3,19,,16876,NA,class,designOnly,NA,1.0,NA,0,NA,NA,6,2,0,0,0.0,NA,NA,0.009336136581256697,0.00981520158686762,0,tiny,2,NA,"[antlr.DefaultFileLineFormatter, antlr.FileLineFormatter]"
antlr,5,3.1.3,17,3.5,21,cyclicDep,578,3.5,21,,21227,NA,class,designOnly,NA,1.0,NA,0,NA,NA,6,2,0,0,0.0,NA,NA,0.006937524613323193,0.007287055504051922,0,tiny,2,NA,"[antlr.DefaultFileLineFormatter, antlr.FileLineFormatter]"
antlr,5,3.1.3,17,3.5,21,cyclicDep,578,3.1.3,17,,14466,NA,class,designOnly,NA,1.0,NA,0,NA,NA,6,2,0,0,0.0,NA,NA,0.011121662834369238,0.011690458744118578,0,tiny,2,NA,"[antlr.DefaultFileLineFormatter, antlr.FileLineFormatter]"
antlr,5,3.1.3,17,3.5,21,cyclicDep,578,3.4,20,,22716,NA,class,designOnly,NA,1.0,NA,0,NA,NA,6,2,0,0,0.0,NA,NA,0.006842375483857525,0.007186978408045407,0,tiny,2,NA,"[antlr.DefaultFileLineFormatter, antlr.FileLineFormatter]"
antlr,1,3.1.2,16,3.1.2,16,hubLikeDep,434,3.1.2,16,,8427,-1,class,NA,-1,NA,-1,0,-1,NA,2672,NA,NA,NA,0.967741935483871,0.8387096774193549,0.0,0.01687627660289024,0.06926066335700472,NA,NA,39,NA,"[org.antlr.Tool, org.antlr.analysis.DFA, org.antlr.analysis.DFAOptimizer, org.antlr.analysis.DFAState, org.antlr.analysis.Label, org.antlr.analysis.LookaheadSet, org.antlr.analysis.NFAState, org.antlr.analysis.SemanticContext, org.antlr.analysis.SemanticContext$Predicate, org.antlr.codegen.ACyclicDFACodeGenerator, org.antlr.codegen.CPPTarget, org.antlr.codegen.CTarget, org.antlr.codegen.CodeGenerator, org.antlr.codegen.ObjCTarget, org.antlr.codegen.Target, org.antlr.grammar.v2.ANTLRParser, org.antlr.grammar.v2.CodeGenTreeWalker, org.antlr.grammar.v3.ActionTranslator, org.antlr.misc.BitSet, org.antlr.misc.IntSet, org.antlr.misc.IntervalSet, org.antlr.misc.Utils, org.antlr.tool.AttributeScope, org.antlr.tool.BuildDependencyGenerator, org.antlr.tool.CompositeGrammar, org.antlr.tool.DOTGenerator, org.antlr.tool.ErrorManager, org.antlr.tool.FASerializer, org.antlr.tool.Grammar, org.antlr.tool.GrammarAST, org.antlr.tool.Rule]"
antlr,4,2.7.2,6,2.7.5,9,cyclicDep,29,2.7.5,9,,5024,NA,class,designOnly,NA,4.857142857142857,NA,0,NA,NA,68,2,0,0,1.0,NA,NA,0.007094050676491115,0.018829908969449746,0,unclassified,4,NA,"[antlr.Tool, antlr.preprocessor.Hierarchy, antlr.preprocessor.Preprocessor, antlr.preprocessor.Tool]"
antlr,4,2.7.2,6,2.7.5,9,cyclicDep,29,2.7.3,7,,4779,NA,class,designOnly,NA,4.857142857142857,NA,0,NA,NA,68,2,0,0,1.0,NA,NA,0.007187303457089033,0.018959980471910946,0,unclassified,4,NA,"[antlr.Tool, antlr.preprocessor.Hierarchy, antlr.preprocessor.Preprocessor, antlr.preprocessor.Tool]"
antlr,4,2.7.2,6,2.7.5,9,cyclicDep,29,2.7.2,6,,4359,NA,class,designOnly,NA,4.571428571428571,NA,0,NA,NA,64,2,0,0,1.0,NA,NA,0.006646401705430429,0.016210756343716853,0,unclassified,4,NA,"[antlr.Tool, antlr.preprocessor.Hierarchy, antlr.preprocessor.Preprocessor, antlr.preprocessor.Tool]"
antlr,4,2.7.2,6,2.7.5,9,cyclicDep,29,2.7.4,8,,4781,NA,class,designOnly,NA,4.857142857142857,NA,0,NA,NA,68,2,0,0,1.0,NA,NA,0.007191597889169319,0.018976105435580252,0,unclassified,4,NA,"[antlr.Tool, antlr.preprocessor.Hierarchy, antlr.preprocessor.Preprocessor, antlr.preprocessor.Tool]"
antlr,1,3.4,20,3.4,20,cyclicDep,853,3.4,20,,22294,NA,class,designOnly,NA,12.736842105263158,NA,0,NA,NA,484,5,0,0,1.0,NA,NA,0.0020886011611872205,0.008122322835721228,0,unclassified,7,NA,"[org.antlr.codegen.CodeGenerator, org.antlr.grammar.v3.CodeGenTreeWalker, org.antlr.tool.AttributeScope, org.antlr.tool.Grammar, org.antlr.tool.Grammar$LabelElementPair, org.antlr.tool.NameSpaceChecker, org.antlr.tool.Rule]"
antlr,1,3.2,18,3.2,18,cyclicDep,709,3.2,18,,16692,NA,class,designOnly,NA,4.285714285714286,NA,0,NA,NA,122,19,0,0,0.8333333333333334,NA,NA,0.0022625276642856827,0.00447770928106196,0,unclassified,6,NA,"[antlr.AlternativeBlock, antlr.BlockWithImpliedExitPath, antlr.CodeGenerator, antlr.DefaultToolErrorHandler, antlr.Grammar, antlr.Tool]"
antlr,1,3.5,21,3.5,21,cyclicDep,953,3.5,21,,22759,NA,class,designOnly,NA,8.8,NA,0,NA,NA,264,4,0,0,1.0,NA,NA,0.0025006663716478778,0.007819227149510128,0,unclassified,7,NA,"[org.antlr.Tool, org.antlr.tool.Attribute, org.antlr.tool.AttributeScope, org.antlr.tool.ErrorManager, org.antlr.tool.Grammar, org.antlr.tool.GrammarReport2, org.antlr.tool.NameSpaceChecker]"
antlr,5,3.1.3,17,3.5,21,unstableDep,501,3.3,19,,20863,NA,package,NA,NA,NA,NA,0,NA,-0.35304054054054057,80,NA,NA,NA,1.0,1.0,NA,0.012617935916094298,0.012873356315979067,NA,NA,2,0.2,"[antlr, antlr.collections.impl]"
antlr,5,3.1.3,17,3.5,21,unstableDep,501,3.2,18,,20256,NA,package,NA,NA,NA,NA,0,NA,-0.3579545454545454,80,NA,NA,NA,1.0,1.0,NA,0.012735200299585348,0.013004169279421792,NA,NA,2,0.2,"[antlr, antlr.collections.impl]"
antlr,5,3.1.3,17,3.5,21,unstableDep,501,3.4,20,,25471,NA,package,NA,NA,NA,NA,0,NA,-0.4548054919908467,80,NA,NA,NA,1.0,1.0,NA,0.00865989514274065,0.008738668267910603,NA,NA,2,0.2,"[antlr, antlr.collections.impl]"
antlr,5,3.1.3,17,3.5,21,unstableDep,501,3.5,21,,25689,NA,package,NA,NA,NA,NA,0,NA,-0.4548054919908467,80,NA,NA,NA,1.0,1.0,NA,0.008782558139853363,0.008859547836761511,NA,NA,2,0.2,"[antlr, antlr.collections.impl]"
antlr,5,3.1.3,17,3.5,21,unstableDep,501,3.1.3,17,,17854,NA,package,NA,NA,NA,NA,0,NA,-0.3579545454545454,80,NA,NA,NA,1.0,1.0,NA,0.014848749138861968,0.015163779466521936,NA,NA,2,0.2,"[antlr, antlr.collections.impl]"
antlr,11,3.0,12,4.0,22,cyclicDep,159,3.1.3,17,,15239,NA,class,designOnly,NA,4.0,NA,0,NA,NA,54,7,0,0,0.25,NA,NA,0.001643080198637524,0.0028389697458241743,0,star,4,NA,"[org.antlr.analysis.SemanticContext, org.antlr.analysis.SemanticContext$AND, org.antlr.analysis.SemanticContext$NOT, org.antlr.analysis.SemanticContext$OR]"
antlr,11,3.0,12,4.0,22,cyclicDep,159,3.0.1,13,,5206,NA,class,designOnly,NA,3.75,NA,0,NA,NA,68,9,0,0,0.4,NA,NA,0.007476454104510409,0.012882619882155548,0,star,5,NA,"[org.antlr.analysis.SemanticContext, org.antlr.analysis.SemanticContext$AND, org.antlr.analysis.SemanticContext$NOT, org.antlr.analysis.SemanticContext$OR, org.antlr.analysis.SemanticContext$Predicate]"
antlr,11,3.0,12,4.0,22,cyclicDep,159,3.1.2,16,,6739,NA,class,designOnly,NA,4.0,NA,0,NA,NA,54,7,0,0,0.25,NA,NA,0.007623673962354145,0.014774432405992018,0,star,4,NA,"[org.antlr.analysis.SemanticContext, org.antlr.analysis.SemanticContext$AND, org.antlr.analysis.SemanticContext$NOT, org.antlr.analysis.SemanticContext$OR]"
antlr,11,3.0,12,4.0,22,cyclicDep,159,3.0,12,,5015,NA,class,designOnly,NA,3.75,NA,0,NA,NA,68,9,0,0,0.4,NA,NA,0.007956052958444867,0.013712813265452331,0,star,5,NA,"[org.antlr.analysis.SemanticContext, org.antlr.analysis.SemanticContext$AND, org.antlr.analysis.SemanticContext$NOT, org.antlr.analysis.SemanticContext$OR, org.antlr.analysis.SemanticContext$Predicate]"
antlr,11,3.0,12,4.0,22,cyclicDep,159,4.0,22,,17006,NA,class,designOnly,NA,1.5,NA,0,NA,NA,24,6,0,0,0.25,NA,NA,0.0014088595194809723,0.0019344176938649725,0,star,4,NA,"[org.antlr.v4.runtime.atn.SemanticContext, org.antlr.v4.runtime.atn.SemanticContext$AND, org.antlr.v4.runtime.atn.SemanticContext$OR, org.antlr.v4.runtime.atn.SemanticContext$Predicate]"
antlr,11,3.0,12,4.0,22,cyclicDep,159,3.1.1,15,,14762,NA,class,designOnly,NA,4.0,NA,0,NA,NA,54,7,0,0,0.25,NA,NA,0.001807870599178761,0.0031384822094474322,0,star,4,NA,"[org.antlr.analysis.SemanticContext, org.antlr.analysis.SemanticContext$AND, org.antlr.analysis.SemanticContext$NOT, org.antlr.analysis.SemanticContext$OR]"
antlr,11,3.0,12,4.0,22,cyclicDep,159,3.4,20,,21960,NA,class,designOnly,NA,3.75,NA,0,NA,NA,30,5,0,0,0.6666666666666666,NA,NA,0.0012862786249969362,0.001981829391213737,0,chain,3,NA,"[org.antlr.analysis.SemanticContext, org.antlr.analysis.SemanticContext$AND, org.antlr.analysis.SemanticContext$OR]"
antlr,11,3.0,12,4.0,22,cyclicDep,159,3.2,18,,18168,NA,class,designOnly,NA,4.0,NA,0,NA,NA,54,7,0,0,0.25,NA,NA,0.0013890013650788022,0.0023999100339188806,0,star,4,NA,"[org.antlr.analysis.SemanticContext, org.antlr.analysis.SemanticContext$AND, org.antlr.analysis.SemanticContext$NOT, org.antlr.analysis.SemanticContext$OR]"
antlr,11,3.0,12,4.0,22,cyclicDep,159,3.5,21,,22298,NA,class,designOnly,NA,3.75,NA,0,NA,NA,30,5,0,0,0.6666666666666666,NA,NA,0.0012716378560517082,0.0019699601536423807,0,chain,3,NA,"[org.antlr.analysis.SemanticContext, org.antlr.analysis.SemanticContext$AND, org.antlr.analysis.SemanticContext$OR]"
antlr,11,3.0,12,4.0,22,cyclicDep,159,3.1,14,,14762,NA,class,designOnly,NA,4.0,NA,0,NA,NA,54,7,0,0,0.25,NA,NA,0.00180851580636563,0.0031399882597018727,0,star,4,NA,"[org.antlr.analysis.SemanticContext, org.antlr.analysis.SemanticContext$AND, org.antlr.analysis.SemanticContext$NOT, org.antlr.analysis.SemanticContext$OR]"
antlr,11,3.0,12,4.0,22,cyclicDep,159,3.3,19,,17423,NA,class,designOnly,NA,4.666666666666667,NA,0,NA,NA,62,7,0,0,0.25,NA,NA,0.0014518694000552534,0.0025502173080591676,0,star,4,NA,"[org.antlr.analysis.SemanticContext, org.antlr.analysis.SemanticContext$AND, org.antlr.analysis.SemanticContext$NOT, org.antlr.analysis.SemanticContext$OR]"
antlr,1,4.0,22,4.0,22,cyclicDep,1041,4.0,22,,16375,NA,class,designOnly,NA,2.2857142857142856,NA,0,NA,NA,34,13,0,0,0.75,NA,NA,0.0038531364807386594,0.011766675219338052,0,star,4,NA,"[org.antlr.v4.parse.GrammarASTAdaptor, org.antlr.v4.tool.ast.AltAST, org.antlr.v4.tool.ast.GrammarAST, org.antlr.v4.tool.ast.RuleAST]"
antlr,1,3.2,18,3.2,18,cyclicDep,693,3.2,18,,16874,NA,class,designOnly,NA,6.333333333333333,NA,0,NA,NA,152,16,0,0,1.0,NA,NA,0.0024754683843360827,0.00447770928106196,0,unclassified,5,NA,"[antlr.AlternativeBlock, antlr.CodeGenerator, antlr.Grammar, antlr.LLkAnalyzer, antlr.Tool]"
